Date;Consultant_Email;Client_Account_Number;Channel;Stakeholder;Query_Category;Query_Status;Resolution_Time_Hours;SLA_Met
2025-08-21;brandon.jacobs@bank.co.za;ACC85956392;Call;Other;Onboarding;Resolved;22,7;Yes
2025-08-08;amanda.dlamini@bank.co.za;ACC42377544;Email;Other;Payments;Resolved;8,2;Yes
2025-10-28;zanele.mabaso@bank.co.za;ACC17652023;Email;Relationship Banker;Digital Banking;Resolved;23,3;Yes
2025-10-12;naledi.maseko@bank.co.za;ACC41801311;Call;Other;Payments;Resolved;14,3;Yes
2025-12-07;lerato.naidoo@bank.co.za;ACC78408421;Call;Client;Payments;Escalated;59,8;No
2025-05-08;thabo.mokoena@bank.co.za;ACC30459955;Call;Relationship Banker;Account Maintenance;Resolved;2,3;Yes
2025-12-20;naledi.maseko@bank.co.za;ACC92103336;Email;Other;Technical;Resolved;14,8;Yes
2025-10-05;zanele.mabaso@bank.co.za;ACC82513284;Email;Other;Payments;Escalated;61,9;No
2025-12-06;zanele.mabaso@bank.co.za;ACC30639443;Call;Client;Onboarding;Escalated;30,3;No
2025-11-12;keketso.sangweni@bank.co.za;ACC62076793;Email;Relationship Banker;Payments;Resolved;17,5;Yes
2025-05-26;keketso.sangweni@bank.co.za;ACC40046017;Email;Relationship Banker;Payments;Resolved;10,1;Yes
2025-04-28;naledi.maseko@bank.co.za;ACC96294256;Call;Other;Technical;Resolved;9,6;Yes
2025-09-23;lerato.naidoo@bank.co.za;ACC79300114;Email;Client;Digital Banking;Resolved;18,6;Yes
2025-07-05;brandon.jacobs@bank.co.za;ACC38098346;Call;Client;Technical;Escalated;32,3;No
2025-10-08;sibusiso.khanyile@bank.co.za;ACC87575442;Call;Client;Account Maintenance;Escalated;60,3;No
2025-08-06;naledi.maseko@bank.co.za;ACC94928151;Email;Client;Digital Banking;Resolved;23;Yes
2025-02-27;thabo.mokoena@bank.co.za;ACC40363306;Email;Relationship Banker;Payments;Pending;;Open
2025-02-27;sibusiso.khanyile@bank.co.za;ACC64279447;Email;Client;Technical;Resolved;13,4;Yes
2025-02-14;naledi.maseko@bank.co.za;ACC78524943;Email;Other;Onboarding;Transfer to Different Dept;44,1;No
2025-09-13;lerato.naidoo@bank.co.za;ACC25016470;Call;Relationship Banker;Account Maintenance;Resolved;7,1;Yes
2025-07-04;naledi.maseko@bank.co.za;ACC23947599;Call;Client;Payments;Escalated;32,6;No
2025-06-18;naledi.maseko@bank.co.za;ACC11624488;Call;Relationship Banker;Technical;Resolved;15,6;Yes
2025-07-08;thabo.mokoena@bank.co.za;ACC42648501;Call;Other;Payments;Resolved;22,3;Yes
2025-07-27;naledi.maseko@bank.co.za;ACC26821083;Call;Other;Technical;Resolved;20,6;Yes
2025-06-23;thabo.mokoena@bank.co.za;ACC17334879;Call;Client;Digital Banking;Escalated;32,9;No
2025-10-22;zanele.mabaso@bank.co.za;ACC98934916;Call;Client;Onboarding;Resolved;5;Yes
2025-04-10;sibusiso.khanyile@bank.co.za;ACC17507965;Email;Relationship Banker;Payments;Transfer to Different Dept;20,4;Yes
2025-05-04;amanda.dlamini@bank.co.za;ACC31342804;Email;Other;Account Maintenance;Resolved;8,3;Yes
2025-11-28;sibusiso.khanyile@bank.co.za;ACC44256970;Call;Other;Technical;Resolved;10,4;Yes
2025-12-15;keketso.sangweni@bank.co.za;ACC81966122;Email;Relationship Banker;Payments;Resolved;5,3;Yes
2025-03-26;brandon.jacobs@bank.co.za;ACC55125863;Email;Client;Technical;Resolved;7,8;Yes
2025-11-10;thabo.mokoena@bank.co.za;ACC17519173;Call;Relationship Banker;Digital Banking;Transfer to Different Dept;23,8;Yes
2025-10-20;zanele.mabaso@bank.co.za;ACC76698184;Call;Other;Technical;Resolved;18,9;Yes
2025-03-31;sibusiso.khanyile@bank.co.za;ACC57658614;Call;Other;Account Maintenance;Resolved;3,1;Yes
2025-02-28;zanele.mabaso@bank.co.za;ACC98803835;Email;Client;Account Maintenance;Resolved;18,5;Yes
2025-09-14;naledi.maseko@bank.co.za;ACC34055472;Email;Client;Technical;Pending;;Open
2025-05-26;naledi.maseko@bank.co.za;ACC43188964;Call;Other;Account Maintenance;Resolved;20,3;Yes
2025-01-13;sibusiso.khanyile@bank.co.za;ACC75867212;Email;Other;Digital Banking;Pending;;Open
2025-07-27;zanele.mabaso@bank.co.za;ACC59141906;Call;Client;Technical;Resolved;13,3;Yes
2025-04-04;lerato.naidoo@bank.co.za;ACC63924666;Call;Client;Technical;Resolved;3,5;Yes
2025-11-03;thabo.mokoena@bank.co.za;ACC64804366;Call;Client;Account Maintenance;Transfer to Different Dept;13,1;Yes
2025-01-03;amanda.dlamini@bank.co.za;ACC26575034;Email;Other;Onboarding;Escalated;68,9;No
2025-11-03;zanele.mabaso@bank.co.za;ACC87586620;Call;Client;Account Maintenance;Resolved;5,8;Yes
2025-11-02;sibusiso.khanyile@bank.co.za;ACC51227077;Call;Other;Onboarding;Resolved;21,4;Yes
2025-06-15;sibusiso.khanyile@bank.co.za;ACC18501526;Call;Client;Technical;Transfer to Different Dept;17,2;Yes
2025-12-29;brandon.jacobs@bank.co.za;ACC45461222;Email;Other;Technical;Pending;;Open
2025-10-15;sibusiso.khanyile@bank.co.za;ACC73910647;Call;Other;Technical;Resolved;12,8;Yes
2025-06-01;naledi.maseko@bank.co.za;ACC71437377;Call;Relationship Banker;Onboarding;Resolved;4,4;Yes
2025-06-04;thabo.mokoena@bank.co.za;ACC19430806;Call;Other;Payments;Escalated;34,5;No
2025-01-18;naledi.maseko@bank.co.za;ACC58113408;Email;Other;Onboarding;Escalated;35;No
2025-02-06;sibusiso.khanyile@bank.co.za;ACC64072393;Email;Other;Onboarding;Transfer to Different Dept;32,5;No
2025-10-30;sibusiso.khanyile@bank.co.za;ACC77582495;Call;Relationship Banker;Onboarding;Escalated;45,4;No
2025-10-24;sibusiso.khanyile@bank.co.za;ACC82573754;Call;Relationship Banker;Onboarding;Escalated;47,4;No
2025-03-26;lerato.naidoo@bank.co.za;ACC61356751;Email;Relationship Banker;Technical;Resolved;18,8;Yes
2025-10-10;lerato.naidoo@bank.co.za;ACC71715126;Call;Relationship Banker;Digital Banking;Escalated;61,8;No
2025-08-11;brandon.jacobs@bank.co.za;ACC77663994;Call;Relationship Banker;Payments;Resolved;13,8;Yes
2025-10-01;brandon.jacobs@bank.co.za;ACC77351651;Call;Other;Payments;Pending;;Open
2025-04-23;amanda.dlamini@bank.co.za;ACC89712148;Call;Other;Technical;Escalated;35,7;No
2025-11-08;amanda.dlamini@bank.co.za;ACC12996182;Call;Client;Payments;Transfer to Different Dept;19,1;Yes
2025-03-23;lerato.naidoo@bank.co.za;ACC61449802;Email;Other;Account Maintenance;Transfer to Different Dept;32,2;No
2025-05-06;sibusiso.khanyile@bank.co.za;ACC50698651;Email;Other;Technical;Pending;;Open
2025-05-18;brandon.jacobs@bank.co.za;ACC90443337;Call;Client;Onboarding;Escalated;30,5;No
2025-09-25;lerato.naidoo@bank.co.za;ACC92814320;Email;Other;Account Maintenance;Resolved;14,6;Yes
2025-05-26;zanele.mabaso@bank.co.za;ACC60525215;Email;Relationship Banker;Technical;Resolved;4,5;Yes
2025-11-08;zanele.mabaso@bank.co.za;ACC27190781;Email;Client;Technical;Escalated;65,5;No
2025-08-27;naledi.maseko@bank.co.za;ACC64736462;Call;Other;Payments;Transfer to Different Dept;12,1;Yes
2025-01-15;lerato.naidoo@bank.co.za;ACC45716684;Call;Relationship Banker;Technical;Escalated;48,5;No
2025-07-25;thabo.mokoena@bank.co.za;ACC11842650;Email;Relationship Banker;Digital Banking;Resolved;7,2;Yes
2025-08-25;amanda.dlamini@bank.co.za;ACC26987291;Call;Other;Payments;Resolved;9;Yes
2025-11-14;keketso.sangweni@bank.co.za;ACC91622316;Call;Client;Payments;Resolved;14,5;Yes
2025-11-12;sibusiso.khanyile@bank.co.za;ACC67813047;Call;Other;Payments;Escalated;48,9;No
2025-07-01;amanda.dlamini@bank.co.za;ACC88268749;Call;Client;Digital Banking;Resolved;6,7;Yes
2025-07-26;lerato.naidoo@bank.co.za;ACC67392878;Email;Client;Payments;Resolved;6,6;Yes
2025-04-18;thabo.mokoena@bank.co.za;ACC28079630;Call;Other;Digital Banking;Resolved;15,3;Yes
2025-04-14;naledi.maseko@bank.co.za;ACC15118458;Call;Relationship Banker;Technical;Escalated;28,5;No
2025-01-17;naledi.maseko@bank.co.za;ACC62311405;Call;Relationship Banker;Technical;Resolved;23,1;Yes
2025-11-18;thabo.mokoena@bank.co.za;ACC51477610;Call;Other;Payments;Resolved;11,3;Yes
2025-02-06;lerato.naidoo@bank.co.za;ACC72625633;Call;Client;Payments;Resolved;11,7;Yes
2025-01-28;lerato.naidoo@bank.co.za;ACC80121825;Call;Client;Digital Banking;Resolved;15,4;Yes
2025-05-17;thabo.mokoena@bank.co.za;ACC23044660;Email;Other;Digital Banking;Resolved;5,6;Yes
2025-02-18;keketso.sangweni@bank.co.za;ACC14003665;Call;Client;Account Maintenance;Resolved;16,7;Yes
2025-08-02;thabo.mokoena@bank.co.za;ACC40921265;Call;Other;Onboarding;Resolved;21,3;Yes
2025-01-21;keketso.sangweni@bank.co.za;ACC78969004;Call;Client;Payments;Resolved;23;Yes
2025-12-31;keketso.sangweni@bank.co.za;ACC78114293;Email;Relationship Banker;Onboarding;Resolved;2,8;Yes
2025-09-16;naledi.maseko@bank.co.za;ACC26776366;Email;Relationship Banker;Technical;Escalated;49,7;No
2025-11-01;lerato.naidoo@bank.co.za;ACC74465924;Email;Relationship Banker;Onboarding;Transfer to Different Dept;32,4;No
2025-08-10;brandon.jacobs@bank.co.za;ACC17794984;Call;Other;Account Maintenance;Resolved;11,7;Yes
2025-06-23;amanda.dlamini@bank.co.za;ACC27309898;Call;Relationship Banker;Payments;Transfer to Different Dept;17,1;Yes
2025-03-11;zanele.mabaso@bank.co.za;ACC56279408;Email;Client;Digital Banking;Escalated;48,6;No
2025-08-21;sibusiso.khanyile@bank.co.za;ACC17706590;Email;Relationship Banker;Payments;Resolved;5,1;Yes
2025-01-01;naledi.maseko@bank.co.za;ACC17769199;Call;Relationship Banker;Payments;Resolved;15,2;Yes
2025-01-28;keketso.sangweni@bank.co.za;ACC69354225;Call;Relationship Banker;Account Maintenance;Resolved;18,6;Yes
2025-01-07;sibusiso.khanyile@bank.co.za;ACC55950877;Call;Other;Onboarding;Resolved;13,5;Yes
2025-11-12;zanele.mabaso@bank.co.za;ACC58165154;Email;Relationship Banker;Onboarding;Resolved;14,6;Yes
2025-08-27;zanele.mabaso@bank.co.za;ACC75785311;Email;Client;Technical;Resolved;6,5;Yes
2025-01-09;keketso.sangweni@bank.co.za;ACC96476223;Call;Relationship Banker;Onboarding;Resolved;21,4;Yes
2025-02-27;sibusiso.khanyile@bank.co.za;ACC58053853;Call;Client;Payments;Resolved;22,6;Yes
2025-03-08;keketso.sangweni@bank.co.za;ACC63728415;Call;Client;Technical;Transfer to Different Dept;29,3;No
2025-01-10;lerato.naidoo@bank.co.za;ACC91515795;Email;Client;Payments;Escalated;58,7;No
2025-03-16;amanda.dlamini@bank.co.za;ACC76964461;Call;Relationship Banker;Technical;Transfer to Different Dept;42,1;No
2025-01-22;sibusiso.khanyile@bank.co.za;ACC57595954;Email;Relationship Banker;Payments;Resolved;13,2;Yes
2025-01-29;naledi.maseko@bank.co.za;ACC87190776;Call;Relationship Banker;Onboarding;Transfer to Different Dept;26,2;No
2025-03-22;keketso.sangweni@bank.co.za;ACC50970048;Email;Relationship Banker;Technical;Resolved;15,5;Yes
2025-06-30;zanele.mabaso@bank.co.za;ACC94086993;Call;Other;Onboarding;Pending;;Open
2025-09-08;lerato.naidoo@bank.co.za;ACC16493553;Email;Relationship Banker;Account Maintenance;Resolved;5,2;Yes
2025-06-14;amanda.dlamini@bank.co.za;ACC73206359;Email;Relationship Banker;Technical;Resolved;10,3;Yes
2025-06-19;naledi.maseko@bank.co.za;ACC51702136;Call;Other;Payments;Resolved;3,9;Yes
2025-10-03;zanele.mabaso@bank.co.za;ACC15766052;Email;Other;Onboarding;Resolved;12,4;Yes
2025-07-09;amanda.dlamini@bank.co.za;ACC14935512;Call;Relationship Banker;Digital Banking;Pending;;Open
2025-06-04;thabo.mokoena@bank.co.za;ACC86812879;Call;Relationship Banker;Digital Banking;Resolved;14,9;Yes
2025-10-14;sibusiso.khanyile@bank.co.za;ACC43979320;Email;Client;Onboarding;Resolved;4,3;Yes
2025-12-20;naledi.maseko@bank.co.za;ACC32661849;Email;Other;Onboarding;Resolved;7;Yes
2025-04-26;lerato.naidoo@bank.co.za;ACC45960861;Email;Other;Payments;Resolved;16,2;Yes
2025-04-08;naledi.maseko@bank.co.za;ACC80719420;Call;Client;Onboarding;Resolved;11,9;Yes
2025-12-16;zanele.mabaso@bank.co.za;ACC88672146;Call;Other;Account Maintenance;Pending;;Open
2025-03-10;sibusiso.khanyile@bank.co.za;ACC39516280;Email;Client;Payments;Resolved;8,7;Yes
2025-01-11;naledi.maseko@bank.co.za;ACC58851607;Call;Client;Technical;Resolved;12,3;Yes
2025-12-19;lerato.naidoo@bank.co.za;ACC48012464;Call;Client;Account Maintenance;Resolved;7,4;Yes
2025-06-30;lerato.naidoo@bank.co.za;ACC70776316;Call;Relationship Banker;Onboarding;Pending;;Open
2025-09-12;keketso.sangweni@bank.co.za;ACC18020036;Call;Other;Technical;Resolved;1,6;Yes
2025-02-19;keketso.sangweni@bank.co.za;ACC22009568;Call;Relationship Banker;Technical;Transfer to Different Dept;37,4;No
2025-08-22;lerato.naidoo@bank.co.za;ACC86334253;Call;Client;Technical;Resolved;3,5;Yes
2025-03-08;zanele.mabaso@bank.co.za;ACC19987184;Call;Client;Digital Banking;Resolved;16,9;Yes
2025-10-01;amanda.dlamini@bank.co.za;ACC41983438;Call;Relationship Banker;Technical;Resolved;14,4;Yes
2025-11-04;zanele.mabaso@bank.co.za;ACC39597872;Call;Client;Payments;Resolved;22,6;Yes
2025-11-25;lerato.naidoo@bank.co.za;ACC72763128;Call;Client;Payments;Resolved;22,1;Yes
2025-03-10;sibusiso.khanyile@bank.co.za;ACC50357591;Call;Other;Technical;Resolved;7,1;Yes
2025-10-19;amanda.dlamini@bank.co.za;ACC42940515;Call;Client;Technical;Transfer to Different Dept;17,2;Yes
2025-09-19;brandon.jacobs@bank.co.za;ACC31736473;Email;Client;Technical;Escalated;68,8;No
2025-01-28;sibusiso.khanyile@bank.co.za;ACC17944003;Email;Relationship Banker;Account Maintenance;Resolved;5,1;Yes
2025-10-30;lerato.naidoo@bank.co.za;ACC98947743;Email;Client;Payments;Resolved;7,4;Yes
2025-06-11;thabo.mokoena@bank.co.za;ACC10491111;Email;Relationship Banker;Technical;Resolved;7,4;Yes
2025-09-23;keketso.sangweni@bank.co.za;ACC31980220;Email;Relationship Banker;Technical;Transfer to Different Dept;48;No
2025-11-12;amanda.dlamini@bank.co.za;ACC19138203;Email;Relationship Banker;Account Maintenance;Resolved;6,6;Yes
2025-01-20;sibusiso.khanyile@bank.co.za;ACC57944405;Call;Client;Payments;Resolved;23,8;Yes
2025-08-17;brandon.jacobs@bank.co.za;ACC85360456;Email;Other;Payments;Escalated;50,4;No
2025-05-08;amanda.dlamini@bank.co.za;ACC75826694;Call;Relationship Banker;Technical;Resolved;21,4;Yes
2025-04-13;lerato.naidoo@bank.co.za;ACC97654128;Call;Client;Account Maintenance;Resolved;13,4;Yes
2025-11-06;amanda.dlamini@bank.co.za;ACC87773500;Call;Relationship Banker;Onboarding;Resolved;5,2;Yes
2025-11-04;brandon.jacobs@bank.co.za;ACC20589724;Email;Client;Technical;Resolved;12,1;Yes
2025-02-02;amanda.dlamini@bank.co.za;ACC99871603;Call;Other;Account Maintenance;Escalated;37;No
2025-01-23;naledi.maseko@bank.co.za;ACC57087644;Call;Relationship Banker;Technical;Resolved;16,5;Yes
2025-03-16;keketso.sangweni@bank.co.za;ACC29620215;Call;Client;Technical;Resolved;7,7;Yes
2025-10-27;brandon.jacobs@bank.co.za;ACC96873841;Call;Other;Onboarding;Resolved;9;Yes
2025-04-19;keketso.sangweni@bank.co.za;ACC54977623;Call;Relationship Banker;Onboarding;Resolved;12,8;Yes
2025-09-21;naledi.maseko@bank.co.za;ACC72746343;Email;Other;Payments;Resolved;9,5;Yes
2025-07-09;thabo.mokoena@bank.co.za;ACC39771334;Email;Other;Onboarding;Resolved;15,1;Yes
2025-12-03;lerato.naidoo@bank.co.za;ACC26828975;Email;Relationship Banker;Onboarding;Resolved;1,8;Yes
2025-12-02;sibusiso.khanyile@bank.co.za;ACC79250867;Call;Other;Technical;Resolved;13,7;Yes
2025-02-17;amanda.dlamini@bank.co.za;ACC24707799;Call;Relationship Banker;Onboarding;Transfer to Different Dept;43,3;No
2025-08-17;brandon.jacobs@bank.co.za;ACC62114624;Call;Client;Account Maintenance;Resolved;13,1;Yes
2025-11-05;zanele.mabaso@bank.co.za;ACC36875720;Email;Client;Account Maintenance;Resolved;15,1;Yes
2025-12-06;amanda.dlamini@bank.co.za;ACC80309223;Call;Other;Account Maintenance;Escalated;37,7;No
2025-02-05;brandon.jacobs@bank.co.za;ACC23123559;Email;Relationship Banker;Onboarding;Resolved;2,7;Yes
2025-09-24;lerato.naidoo@bank.co.za;ACC58634273;Email;Other;Payments;Transfer to Different Dept;39,5;No
2025-10-25;sibusiso.khanyile@bank.co.za;ACC99610716;Call;Client;Payments;Resolved;20;Yes
2025-07-10;zanele.mabaso@bank.co.za;ACC60453458;Call;Other;Account Maintenance;Resolved;4,4;Yes
2025-10-19;zanele.mabaso@bank.co.za;ACC43602163;Email;Relationship Banker;Payments;Resolved;21,6;Yes
2025-07-09;sibusiso.khanyile@bank.co.za;ACC52537677;Call;Client;Payments;Resolved;8;Yes
2025-10-18;lerato.naidoo@bank.co.za;ACC30109768;Email;Relationship Banker;Onboarding;Resolved;22,8;Yes
2025-07-27;keketso.sangweni@bank.co.za;ACC94745582;Call;Other;Account Maintenance;Resolved;6,5;Yes
2025-01-26;thabo.mokoena@bank.co.za;ACC17175928;Call;Client;Payments;Resolved;22,5;Yes
2025-02-09;keketso.sangweni@bank.co.za;ACC56839533;Email;Client;Onboarding;Resolved;6,4;Yes
2025-11-24;thabo.mokoena@bank.co.za;ACC34497905;Call;Client;Account Maintenance;Resolved;2,1;Yes
2025-11-17;amanda.dlamini@bank.co.za;ACC85871369;Email;Relationship Banker;Payments;Resolved;7,6;Yes
2025-03-23;naledi.maseko@bank.co.za;ACC64304774;Email;Relationship Banker;Payments;Transfer to Different Dept;37,2;No
2025-06-04;keketso.sangweni@bank.co.za;ACC42103103;Call;Relationship Banker;Digital Banking;Transfer to Different Dept;16;Yes
2025-05-30;sibusiso.khanyile@bank.co.za;ACC60281776;Call;Client;Account Maintenance;Escalated;58,5;No
2025-02-17;amanda.dlamini@bank.co.za;ACC51524396;Email;Relationship Banker;Payments;Resolved;4,5;Yes
2025-06-12;naledi.maseko@bank.co.za;ACC37029342;Email;Relationship Banker;Payments;Resolved;16,7;Yes
2025-01-03;brandon.jacobs@bank.co.za;ACC92453863;Call;Relationship Banker;Onboarding;Resolved;1,7;Yes
2025-07-02;sibusiso.khanyile@bank.co.za;ACC90821695;Call;Other;Payments;Resolved;7,3;Yes
2025-11-21;lerato.naidoo@bank.co.za;ACC71324923;Email;Client;Onboarding;Resolved;23,8;Yes
2025-02-09;keketso.sangweni@bank.co.za;ACC21832281;Call;Client;Payments;Pending;;Open
2025-05-11;amanda.dlamini@bank.co.za;ACC59755525;Email;Client;Payments;Resolved;11,6;Yes
2025-03-24;thabo.mokoena@bank.co.za;ACC63582209;Call;Other;Digital Banking;Resolved;17,3;Yes
2025-06-09;lerato.naidoo@bank.co.za;ACC23333539;Email;Client;Account Maintenance;Transfer to Different Dept;14,5;Yes
2025-02-02;sibusiso.khanyile@bank.co.za;ACC44168898;Call;Other;Payments;Transfer to Different Dept;46,2;No
2025-08-13;lerato.naidoo@bank.co.za;ACC46553170;Call;Relationship Banker;Account Maintenance;Resolved;4,2;Yes
2025-03-27;zanele.mabaso@bank.co.za;ACC10968793;Call;Other;Payments;Resolved;9,2;Yes
2025-04-30;sibusiso.khanyile@bank.co.za;ACC38467410;Call;Client;Payments;Resolved;6,5;Yes
2025-01-30;naledi.maseko@bank.co.za;ACC27578032;Call;Client;Technical;Resolved;17,7;Yes
2025-10-27;brandon.jacobs@bank.co.za;ACC15407915;Call;Client;Technical;Resolved;20,3;Yes
2025-03-14;brandon.jacobs@bank.co.za;ACC65942796;Email;Client;Payments;Transfer to Different Dept;26;No
2025-04-14;lerato.naidoo@bank.co.za;ACC80321752;Call;Relationship Banker;Payments;Resolved;6,2;Yes
2025-12-18;amanda.dlamini@bank.co.za;ACC94133004;Call;Other;Digital Banking;Resolved;18,6;Yes
2025-12-24;naledi.maseko@bank.co.za;ACC43471988;Call;Relationship Banker;Technical;Transfer to Different Dept;25,2;No
2025-05-30;zanele.mabaso@bank.co.za;ACC84564677;Email;Other;Account Maintenance;Resolved;9,5;Yes
2025-07-04;brandon.jacobs@bank.co.za;ACC30917375;Call;Relationship Banker;Account Maintenance;Pending;;Open
2025-04-29;naledi.maseko@bank.co.za;ACC57764413;Email;Client;Technical;Resolved;11,1;Yes
2025-02-04;lerato.naidoo@bank.co.za;ACC39264493;Email;Relationship Banker;Payments;Resolved;20,8;Yes
2025-04-08;zanele.mabaso@bank.co.za;ACC11043538;Call;Other;Payments;Resolved;10,9;Yes
2025-04-25;amanda.dlamini@bank.co.za;ACC56566122;Call;Client;Account Maintenance;Resolved;20,9;Yes
2025-07-07;zanele.mabaso@bank.co.za;ACC79042506;Email;Client;Account Maintenance;Pending;;Open
2025-07-11;amanda.dlamini@bank.co.za;ACC99771778;Call;Client;Technical;Resolved;23,2;Yes
2025-09-26;brandon.jacobs@bank.co.za;ACC59435274;Call;Relationship Banker;Technical;Resolved;18,8;Yes
2025-10-22;thabo.mokoena@bank.co.za;ACC16839761;Call;Other;Payments;Resolved;23,1;Yes
2025-10-19;amanda.dlamini@bank.co.za;ACC60993638;Call;Other;Technical;Escalated;48,6;No
2025-05-09;keketso.sangweni@bank.co.za;ACC27781824;Call;Other;Payments;Resolved;10,5;Yes
2025-08-02;keketso.sangweni@bank.co.za;ACC31208385;Call;Client;Payments;Escalated;66,6;No
2025-02-20;amanda.dlamini@bank.co.za;ACC54365281;Call;Client;Account Maintenance;Escalated;36,2;No
2025-08-26;brandon.jacobs@bank.co.za;ACC78806404;Call;Other;Technical;Resolved;3,6;Yes
2025-11-25;lerato.naidoo@bank.co.za;ACC53751045;Call;Relationship Banker;Digital Banking;Resolved;18,5;Yes
2025-12-01;thabo.mokoena@bank.co.za;ACC55760331;Call;Relationship Banker;Onboarding;Transfer to Different Dept;23,9;Yes
2025-02-21;sibusiso.khanyile@bank.co.za;ACC54635215;Call;Other;Payments;Resolved;21,6;Yes
2025-04-10;thabo.mokoena@bank.co.za;ACC50055133;Call;Client;Technical;Resolved;22,3;Yes
2025-07-31;naledi.maseko@bank.co.za;ACC39066744;Call;Relationship Banker;Payments;Resolved;6,5;Yes
2025-01-01;brandon.jacobs@bank.co.za;ACC86059530;Email;Client;Account Maintenance;Resolved;19,1;Yes
2025-02-18;amanda.dlamini@bank.co.za;ACC60782514;Call;Relationship Banker;Digital Banking;Resolved;17,7;Yes
2025-09-21;sibusiso.khanyile@bank.co.za;ACC70600264;Call;Other;Payments;Resolved;12,7;Yes
2025-05-04;lerato.naidoo@bank.co.za;ACC54757476;Email;Client;Technical;Transfer to Different Dept;33,4;No
2025-05-21;amanda.dlamini@bank.co.za;ACC59444489;Call;Other;Account Maintenance;Resolved;10,2;Yes
2025-01-12;thabo.mokoena@bank.co.za;ACC66199356;Call;Other;Digital Banking;Escalated;57,5;No
2025-12-27;zanele.mabaso@bank.co.za;ACC24049453;Email;Other;Payments;Resolved;2,5;Yes
2025-02-23;brandon.jacobs@bank.co.za;ACC26441746;Email;Other;Payments;Resolved;17,2;Yes
2025-06-09;amanda.dlamini@bank.co.za;ACC65101803;Email;Other;Payments;Resolved;5;Yes
2025-11-10;brandon.jacobs@bank.co.za;ACC49182364;Call;Client;Technical;Resolved;14,3;Yes
2025-06-29;zanele.mabaso@bank.co.za;ACC51582698;Call;Client;Technical;Escalated;58,7;No
2025-12-06;amanda.dlamini@bank.co.za;ACC55457953;Call;Relationship Banker;Account Maintenance;Escalated;49,1;No
2025-08-25;amanda.dlamini@bank.co.za;ACC79845142;Call;Other;Technical;Transfer to Different Dept;19,2;Yes
2025-10-10;thabo.mokoena@bank.co.za;ACC71667188;Email;Other;Account Maintenance;Resolved;2,6;Yes
2025-07-25;lerato.naidoo@bank.co.za;ACC36836734;Call;Relationship Banker;Payments;Resolved;14,2;Yes
2025-07-07;naledi.maseko@bank.co.za;ACC61089925;Call;Other;Digital Banking;Transfer to Different Dept;12,4;Yes
2025-10-16;sibusiso.khanyile@bank.co.za;ACC45421829;Call;Relationship Banker;Payments;Escalated;45;No
2025-12-31;brandon.jacobs@bank.co.za;ACC42828774;Call;Other;Account Maintenance;Transfer to Different Dept;13,7;Yes
2025-03-12;thabo.mokoena@bank.co.za;ACC69773156;Call;Relationship Banker;Payments;Resolved;9,8;Yes
2025-06-25;naledi.maseko@bank.co.za;ACC46674095;Call;Relationship Banker;Payments;Transfer to Different Dept;26,9;No
2025-06-07;naledi.maseko@bank.co.za;ACC48726376;Email;Relationship Banker;Payments;Resolved;3,4;Yes
2025-01-06;keketso.sangweni@bank.co.za;ACC29697649;Call;Relationship Banker;Payments;Resolved;11,8;Yes
2025-05-26;zanele.mabaso@bank.co.za;ACC22447362;Call;Relationship Banker;Onboarding;Escalated;41,6;No
2025-06-30;zanele.mabaso@bank.co.za;ACC63800781;Email;Client;Payments;Resolved;12,8;Yes
2025-07-15;keketso.sangweni@bank.co.za;ACC83828124;Call;Other;Digital Banking;Resolved;23,5;Yes
2025-04-03;lerato.naidoo@bank.co.za;ACC64342484;Email;Relationship Banker;Technical;Resolved;16,5;Yes
2025-07-25;amanda.dlamini@bank.co.za;ACC23262613;Call;Client;Payments;Resolved;11,8;Yes
2025-11-21;zanele.mabaso@bank.co.za;ACC36506287;Call;Relationship Banker;Onboarding;Escalated;36;No
2025-04-06;brandon.jacobs@bank.co.za;ACC25127240;Call;Client;Onboarding;Escalated;27,1;No
2025-10-28;lerato.naidoo@bank.co.za;ACC17003978;Call;Relationship Banker;Technical;Resolved;13,7;Yes
2025-07-10;brandon.jacobs@bank.co.za;ACC30036804;Email;Relationship Banker;Onboarding;Resolved;11,4;Yes
2025-09-18;lerato.naidoo@bank.co.za;ACC33674670;Call;Relationship Banker;Digital Banking;Resolved;10;Yes
2025-11-06;thabo.mokoena@bank.co.za;ACC58575880;Call;Relationship Banker;Account Maintenance;Resolved;17,5;Yes
2025-09-15;sibusiso.khanyile@bank.co.za;ACC34335990;Call;Relationship Banker;Payments;Escalated;71,9;No
2025-12-23;zanele.mabaso@bank.co.za;ACC99329502;Email;Client;Onboarding;Escalated;41,9;No
2025-03-31;sibusiso.khanyile@bank.co.za;ACC83407789;Call;Other;Payments;Resolved;3,4;Yes
2025-05-24;naledi.maseko@bank.co.za;ACC99993078;Email;Relationship Banker;Onboarding;Transfer to Different Dept;45,7;No
2025-06-07;naledi.maseko@bank.co.za;ACC57312048;Email;Other;Technical;Resolved;5,1;Yes
2025-12-03;brandon.jacobs@bank.co.za;ACC95381776;Email;Relationship Banker;Payments;Transfer to Different Dept;25,8;No
2025-04-09;thabo.mokoena@bank.co.za;ACC65820661;Call;Other;Technical;Pending;;Open
2025-11-13;brandon.jacobs@bank.co.za;ACC95036366;Call;Client;Payments;Resolved;9,8;Yes
